"Artist and Title","Wks","T10","Pk","(x?)","PkStreams","Total"
"Twenty One Pilots - The Line (from the series Arcane League of Legends)","1","","86","","698,432","698,432"
"The Weeknd - Try Me","2","","43","","486,216","698,400"
"Keen' V - Dis-moi oui (Marina)","14","","31","","76,040","698,081"
"Jul - Qu'est ce que je t'ai fait ?","2","","85","","435,080","698,064"
"Jul - Avec tonton","1","","69","","697,894","697,894"
"Vald - PROZACZOPIXAN","1","","74","","697,627","697,627"
"XXXTENTACION - I don’t even speak spanish lol","3","","83","","331,957","697,385"
"Dinos - Madone","1","","37","","697,380","697,380"
"Jul - La vie est faite comme ça","2","","83","","441,748","697,055"
"Kaaris - Les abymes","1","","53","","696,707","696,707"
"Jul - Avant GTR","2","","87","","429,584","696,208"
